fioul,hydraulique,prevision_j,nature,ech_comm_italie,ech_physiques,ech_comm_angleterre,charbon,nucleaire,date_heure,heure,solaire,perimetre,ech_comm_espagne,consommation,pompage,ech_comm_suisse,date,gaz,bioenergies,gaz_cogen,taux_co2,ech_comm_allemagne_belgique,eolien,prevision_j1,recordid
490.0,7249.0,59700,Données définitives,-862.0,-9436.0,-1750.0,16.0,56360.0,2012-01-03 01:00:00+00:00,02:00,0.0,France,-779.0,60104.0,-3054.0,-2990.0,2012-01-03,3870.0,661.0,ND,32.0,-2163,3947.0,59000,514bb6a2305debcf540ca2edd195da87d2403680
,,59750,Données définitives,,,,,,2012-01-03 00:45:00+00:00,01:45,,France,,,,,2012-01-03,,,,,,,59150,bec15940051c58b9191030dc621169197339136a
492.0,7336.0,59800,Données définitives,-862.0,-9193.0,-1750.0,16.0,56446.0,2012-01-03 00:30:00+00:00,01:30,0.0,France,-1400.0,60426.0,-3034.0,-2791.0,2012-01-03,3876.0,662.0,ND,32.0,-2287,3824.0,59300,14c9f3d707edf19aa7e9047fa29d5ce4e7435cca
,,59600,Données définitives,,,,,,2012-01-03 00:15:00+00:00,01:15,,France,,,,,2012-01-03,,,,,,,58900,3f7b59bc3d794f9048873248eb8bf2cfd76658b2
491.0,7418.0,59400,Données définitives,-862.0,-9124.0,-1750.0,16.0,56394.0,2012-01-03 00:00:00+00:00,01:00,0.0,France,-1400.0,60533.0,-2910.0,-2791.0,2012-01-03,3888.0,662.0,ND,32.0,-2287,3698.0,58500,c71418693de284caf8440daad416bd16c229d7a1
,,60300,Données définitives,,,,,,2012-01-02 23:45:00+00:00,00:45,,France,,,,,2012-01-03,,,,,,,59750,d6a49c55bfd7548ebd2bad106697857c30da74a0
489.0,7967.0,61200,Données définitives,-862.0,-9299.0,-1750.0,16.0,57563.0,2012-01-02 23:30:00+00:00,00:30,0.0,France,-1124.0,63033.0,-1946.0,-2841.0,2012-01-03,3915.0,663.0,ND,31.0,-2288,3665.0,61000,62b25d8da9d4d1484df55e3aa1a86fed9b244141
,,62200,Données définitives,,,,,,2012-01-02 23:15:00+00:00,00:15,,France,,,,,2012-01-03,,,,,,,61900,0bddb5054fa39caeeb093e3ec132a60d830bd58a
491.0,8066.0,63200,Données définitives,-862.0,-8299.0,-1750.0,18.0,58251.0,2012-01-02 23:00:00+00:00,00:00,0.0,France,-1124.0,64600.0,-2098.0,-2841.0,2012-01-03,3921.0,661.0,ND,31.0,-2288,3587.0,62800,cac9171655c3d51cad7fb6e1f43c2c0598326ef1
,,62850,Données définitives,,,,,,2012-01-02 22:45:00+00:00,23:45,,France,,,,,2012-01-02,,,,,,,62750,a1ffd593df66e30816e008f65b91025869733d7a
491.0,8449.0,62900,Données définitives,-833.0,-8073.0,-1749.0,17.0,57926.0,2012-01-02 22:30:00+00:00,23:30,0.0,France,-1142.0,64902.0,-1895.0,-3114.0,2012-01-02,3905.0,659.0,ND,31.0,-1005,3424.0,62700,8028e0e5224029058bbd644a1a454d8edb68de3b
,,64050,Données définitives,,,,,,2012-01-02 22:15:00+00:00,23:15,,France,,,,,2012-01-02,,,,,,,63950,59b713ac71e2a1d88df1c887deacc71fb31aabb4
491.0,9962.0,65200,Données définitives,-833.0,-10620.0,-1749.0,17.0,58834.0,2012-01-02 22:00:00+00:00,23:00,0.0,France,-1142.0,65929.0,-674.0,-3114.0,2012-01-02,3975.0,651.0,ND,30.0,-1005,3294.0,65200,e305d1e9b37e57e2576a40e22cb2bc3abf528f0c
,,63900,Données définitives,,,,,,2012-01-02 21:45:00+00:00,22:45,,France,,,,,2012-01-02,,,,,,,63900,ffe18f83383a14fe75fe0c11ef18c0f7eecde7ee
491.0,8765.0,62600,Données définitives,-833.0,-10602.0,-1750.0,18.0,57952.0,2012-01-02 21:30:00+00:00,22:30,0.0,France,-1200.0,64030.0,-675.0,-3183.0,2012-01-02,4175.0,646.0,ND,31.0,-3374,3261.0,62600,ffaed818c9e3af35082dafefc86f7195e969cd29
,,62350,Données définitives,,,,,,2012-01-02 21:15:00+00:00,22:15,,France,,,,,2012-01-02,,,,,,,62350,115910555b065ebfcf8932d06aac877a4fd91d4e
492.0,8198.0,62100,Données définitives,-833.0,-10333.0,-1750.0,18.0,57984.0,2012-01-02 21:00:00+00:00,22:00,0.0,France,-1200.0,63756.0,-674.0,-3183.0,2012-01-02,4183.0,652.0,ND,32.0,-3374,3236.0,62100,72a827a71e9f829ce0f66e2cb2daabd4d7faecd4
,,63100,Données définitives,,,,,,2012-01-02 20:45:00+00:00,21:45,,France,,,,,2012-01-02,,,,,,,63100,16d938c81623e78108c965d6136adbca19ca80f5
492.0,8728.0,64100,Données définitives,-833.0,-10343.0,-1750.0,19.0,58629.0,2012-01-02 20:30:00+00:00,21:30,0.0,France,-1200.0,65332.0,-214.0,-3183.0,2012-01-02,4157.0,647.0,ND,31.0,-3039,3216.0,64100,dbc6eb6dc1cd3bab1638449c2055345d07de88c1
,,65250,Données définitives,,,,,,2012-01-02 20:15:00+00:00,21:15,,France,,,,,2012-01-02,,,,,,,65250,414bbf00b5de881bb3a8af64e1a7fdfecc38b3e7
491.0,10059.0,66400,Données définitives,-833.0,-10650.0,-1750.0,19.0,59725.0,2012-01-02 20:00:00+00:00,21:00,0.0,France,-1200.0,67435.0,-102.0,-3183.0,2012-01-02,4165.0,651.0,ND,30.0,-3039,3076.0,66400,e3edef48944f94ff83ab6fc217e7c41324383f00
,,67300,Données définitives,,,,,,2012-01-02 19:45:00+00:00,20:45,,France,,,,,2012-01-02,,,,,,,67300,367f7bf02a4023c302fc8d57b899b1b6fb0ee863
491.0,11388.0,68200,Données définitives,-833.0,-10614.0,-1750.0,19.0,60005.0,2012-01-02 19:30:00+00:00,20:30,0.0,France,-1156.0,69050.0,-19.0,-3171.0,2012-01-02,4151.0,647.0,ND,29.0,-3319,2981.0,68200,07480a2ee682ee22d49e02abec51be5d53787cd4
,,68950,Données définitives,,,,,,2012-01-02 19:15:00+00:00,20:15,,France,,,,,2012-01-02,,,,,,,68950,980784e240377f340afd5a3a9fd17343f09fa032
492.0,12407.0,69700,Données définitives,-833.0,-9976.0,-1750.0,19.0,60197.0,2012-01-02 19:00:00+00:00,20:00,0.0,France,-1156.0,71079.0,-18.0,-3171.0,2012-01-02,4415.0,649.0,ND,30.0,-3319,2895.0,69700,bc412af582263e2f8db08c6b81d8977881e4fd95
,,70350,Données définitives,,,,,,2012-01-02 18:45:00+00:00,19:45,,France,,,,,2012-01-02,,,,,,,70350,00e169e66e890902d834618288908a88e597c9ca
491.0,13910.0,71000,Données définitives,-833.0,-9925.0,-1750.0,14.0,60303.0,2012-01-02 18:30:00+00:00,19:30,0.0,France,-697.0,72615.0,-18.0,-3148.0,2012-01-02,4356.0,650.0,ND,29.0,-3168,2834.0,71000,0f3a944b792fb408571f179cd1e1eeab97709fac
,,71650,Données définitives,,,,,,2012-01-02 18:15:00+00:00,19:15,,France,,,,,2012-01-02,,,,,,,71650,b261ad0e75379030dc614919b96a51927f1cebfb
493.0,14563.0,72300,Données définitives,-833.0,-9915.0,-1750.0,15.0,60371.0,2012-01-02 18:00:00+00:00,19:00,0.0,France,-697.0,73263.0,-18.0,-3148.0,2012-01-02,4363.0,658.0,ND,29.0,-3168,2734.0,72300,666e6c969bf3ad678f280482e12184bc9c573940
,,71400,Données définitives,,,,,,2012-01-02 17:45:00+00:00,18:45,,France,,,,,2012-01-02,,,,,,,71450,1860b6875899e4a133b45753957fc5a42ad25740
493.0,13457.0,70500,Données définitives,-833.0,-9779.0,-1750.0,11.0,59990.0,2012-01-02 17:30:00+00:00,18:30,0.0,France,-321.0,71949.0,-18.0,-3148.0,2012-01-02,4385.0,646.0,ND,29.0,-3589,2764.0,70600,447d29c0bab08b2bc88b468e467f3266fd60829a
,,70050,Données définitives,,,,,,2012-01-02 17:15:00+00:00,18:15,,France,,,,,2012-01-02,,,,,,,70150,7a6485420a695c87c82312863b512ebdeb837c72
492.0,12942.0,69600,Données définitives,-833.0,-10780.0,-1750.0,10.0,60197.0,2012-01-02 17:00:00+00:00,18:00,0.0,France,-321.0,70548.0,-19.0,-3148.0,2012-01-02,4214.0,644.0,ND,29.0,-3589,2847.0,69700,06441554809d9f5a986c7f2e3f419bca7aaffa2a
,,67900,Données définitives,,,,,,2012-01-02 16:45:00+00:00,17:45,,France,,,,,2012-01-02,,,,,,,68050,d9e5a405f84112f4210b15dc1451fc264c8f95fa
490.0,10090.0,66200,Données définitives,-833.0,-10940.0,-1750.0,10.0,59834.0,2012-01-02 16:30:00+00:00,17:30,2.0,France,-533.0,67139.0,-19.0,-3148.0,2012-01-02,4213.0,640.0,ND,30.0,-4296,2819.0,66400,9effa69f4443674e6e7dd30d9057155e37639a36
,,64850,Données définitives,,,,,,2012-01-02 16:15:00+00:00,17:15,,France,,,,,2012-01-02,,,,,,,65050,4d23a50f55f3117d1713b18e8a7c9fba7e5a3db1
490.0,7877.0,63500,Données définitives,-833.0,-10178.0,-1750.0,11.0,58936.0,2012-01-02 16:00:00+00:00,17:00,33.0,France,-533.0,64318.0,-513.0,-3148.0,2012-01-02,4176.0,645.0,ND,31.0,-4296,2840.0,63700,1744bd9b3a45f4c5a795dbb54534948d49ff91d1
,,63000,Données définitives,,,,,,2012-01-02 15:45:00+00:00,16:45,,France,,,,,2012-01-02,,,,,,,63250,0eef17fc9814754133a4b8e6285087cc4b3b36c1
488.0,7494.0,62500,Données définitives,-833.0,-10108.0,-1620.0,3.0,59387.0,2012-01-02 15:30:00+00:00,16:30,130.0,France,-714.0,63469.0,-1547.0,-3109.0,2012-01-02,4146.0,651.0,ND,31.0,-3426,2825.0,62800,3380592efc0276c03c87ff6cf5c219bd4476617e
,,62500,Données définitives,,,,,,2012-01-02 15:15:00+00:00,16:15,,France,,,,,2012-01-02,,,,,,,62850,cb2b7890facd6730d7ab04efd110b00339a0438f
488.0,7502.0,62500,Données définitives,-833.0,-9818.0,-1620.0,0.0,59048.0,2012-01-02 15:00:00+00:00,16:00,235.0,France,-714.0,63348.0,-1751.0,-3109.0,2012-01-02,4133.0,641.0,ND,31.0,-3426,2869.0,62900,1442a8893448a60de4e1741f36758a0439646105
,,62550,Données définitives,,,,,,2012-01-02 14:45:00+00:00,15:45,,France,,,,,2012-01-02,,,,,,,63000,568159a1128c26a5e1a1d564d078e7ef99ab7f7a
487.0,7532.0,62600,Données définitives,-833.0,-9738.0,-1750.0,1.0,58799.0,2012-01-02 14:30:00+00:00,15:30,310.0,France,-527.0,63789.0,-1458.0,-3109.0,2012-01-02,4165.0,644.0,ND,31.0,-3252,3047.0,63100,7086acab64dfc783d9c4a2a9dc552e425059aa22
,,62800,Données définitives,,,,,,2012-01-02 14:15:00+00:00,15:15,,France,,,,,2012-01-02,,,,,,,63350,5b9ad3538a603dda53f33bf188e8f64fd747e666
494.0,7675.0,63000,Données définitives,-833.0,-9828.0,-1750.0,0.0,58833.0,2012-01-02 14:00:00+00:00,15:00,342.0,France,-527.0,64500.0,-954.0,-3109.0,2012-01-02,4108.0,635.0,ND,31.0,-3252,3194.0,63600,1e573484ca6838e5322ca2d743a194c079f223c3
,,63950,Données définitives,,,,,,2012-01-02 13:45:00+00:00,14:45,,France,,,,,2012-01-02,,,,,,,64600,6d292eb51e1514b917907b82491cc456409014d2
491.0,8217.0,64900,Données définitives,-833.0,-9980.0,-1750.0,3.0,59294.0,2012-01-02 13:30:00+00:00,14:30,404.0,France,-694.0,65917.0,-465.0,-3113.0,2012-01-02,4090.0,630.0,ND,30.0,-3213,3233.0,65600,75dff1ab8fa76f76364ec59de89ab627b477375b
,,65200,Données définitives,,,,,,2012-01-02 13:15:00+00:00,14:15,,France,,,,,2012-01-02,,,,,,,65750,2eed77fb1a02f8974a67b6fd09f1967d157ba891
492.0,8475.0,65500,Données définitives,-833.0,-10175.0,-1750.0,1.0,59087.0,2012-01-02 13:00:00+00:00,14:00,448.0,France,-694.0,66105.0,-296.0,-3113.0,2012-01-02,4082.0,631.0,ND,30.0,-3213,3359.0,65900,54e42cdb4f23877ec25b5a9deb85337fb8e42db1
,,65700,Données définitives,,,,,,2012-01-02 12:45:00+00:00,13:45,,France,,,,,2012-01-02,,,,,,,66100,5f8f810f23c92f090b8faef73c84c103a6b98be1
492.0,9313.0,65900,Données définitives,-833.0,-10446.0,-1750.0,3.0,58814.0,2012-01-02 12:30:00+00:00,13:30,416.0,France,-961.0,66640.0,-60.0,-3113.0,2012-01-02,4087.0,632.0,ND,29.0,-3408,3388.0,66300,dfe9d7bfb374bcd049bebdabeaa2fa219fdc63db
,,66650,Données définitives,,,,,,2012-01-02 12:15:00+00:00,13:15,,France,,,,,2012-01-02,,,,,,,67100,e85c7bacc9aaffe90838970c730847a98641695e
492.0,10385.0,67400,Données définitives,-833.0,-10607.0,-1750.0,1.0,58950.0,2012-01-02 12:00:00+00:00,13:00,385.0,France,-961.0,67682.0,-49.0,-3113.0,2012-01-02,4094.0,630.0,ND,29.0,-3408,3401.0,67900,b883416db64f5552c9904a241bc6270ec9ea3f62
,,66950,Données définitives,,,,,,2012-01-02 11:45:00+00:00,12:45,,France,,,,,2012-01-02,,,,,,,67300,2ca2c3d585c81f3cb8aec42281a4eb4754febda6
492.0,10011.0,66500,Données définitives,-833.0,-10481.0,-1750.0,2.0,58579.0,2012-01-02 11:30:00+00:00,12:30,399.0,France,-1150.0,66996.0,-18.0,-3112.0,2012-01-02,4090.0,636.0,ND,29.0,-3448,3287.0,66700,b16ec3252b2d535f592ce7a84dc07b14888489d8
,,66250,Données définitives,,,,,,2012-01-02 11:15:00+00:00,12:15,,France,,,,,2012-01-02,,,,,,,66700,29cde9d8ef7e0733568bc952fc3a643c1a25d028
491.0,9731.0,66000,Données définitives,-833.0,-10668.0,-1750.0,0.0,58611.0,2012-01-02 11:00:00+00:00,12:00,366.0,France,-1150.0,66515.0,-19.0,-3112.0,2012-01-02,4114.0,631.0,ND,30.0,-3448,3257.0,66700,dae79663ae9e191c776aeb8349e2647f8f154516
,,65650,Données définitives,,,,,,2012-01-02 10:45:00+00:00,11:45,,France,,,,,2012-01-02,,,,,,,66300,312fe2dd7dfb12eaf41c0fc32317e101bc78b4c4
491.0,9367.0,65300,Données définitives,-833.0,-10772.0,-1749.0,2.0,58642.0,2012-01-02 10:30:00+00:00,11:30,298.0,France,-1185.0,65816.0,-18.0,-3112.0,2012-01-02,4061.0,630.0,ND,29.0,-3510,3116.0,65900,b392e13e60d4d89a1994aadf407111a6fa651aa9
,,64650,Données définitives,,,,,,2012-01-02 10:15:00+00:00,11:15,,France,,,,,2012-01-02,,,,,,,65550,193801ba0d6268d62b83fc8e32f4dbbc9ce4812b
492.0,8414.0,64000,Données définitives,-833.0,-10450.0,-1749.0,0.0,58388.0,2012-01-02 10:00:00+00:00,11:00,224.0,France,-1185.0,64766.0,-19.0,-3112.0,2012-01-02,4087.0,621.0,ND,30.0,-3510,3008.0,65200,ba762919228f9a666c41eada2efff5a161baf607
,,63700,Données définitives,,,,,,2012-01-02 09:45:00+00:00,10:45,,France,,,,,2012-01-02,,,,,,,64950,8f1c87a984e860da993e41a2cb09a75cb692b9d3
491.0,8460.0,63400,Données définitives,-833.0,-10508.0,-1585.0,0.0,58029.0,2012-01-02 09:30:00+00:00,10:30,158.0,France,-1185.0,64130.0,-160.0,-3170.0,2012-01-02,4084.0,629.0,ND,30.0,-3383,2947.0,64700,7c995c5014107dadf6d08c27680debb657493ce2
,,62950,Données définitives,,,,,,2012-01-02 09:15:00+00:00,10:15,,France,,,,,2012-01-02,,,,,,,64250,cc405f56159c12896d083a3f7a06b03c59538034
490.0,8070.0,62500,Données définitives,-833.0,-10190.0,-1585.0,0.0,57433.0,2012-01-02 09:00:00+00:00,10:00,88.0,France,-1185.0,63127.0,-411.0,-3170.0,2012-01-02,4083.0,632.0,ND,31.0,-3383,2931.0,63800,43a0f2677a45e4679ed960026e0792c798af0ec0
,,62050,Données définitives,,,,,,2012-01-02 08:45:00+00:00,09:45,,France,,,,,2012-01-02,,,,,,,63300,927604ca7a8bb94cdad7b720232d301187ec3b36
492.0,7967.0,61600,Données définitives,-833.0,-10446.0,-1601.0,2.0,57220.0,2012-01-02 08:30:00+00:00,09:30,27.0,France,-1200.0,62254.0,-605.0,-3160.0,2012-01-02,4045.0,636.0,ND,31.0,-2997,2916.0,62800,1ddb610ebbaee0ea031181a60c804e0ead2fd8b4
,,60800,Données définitives,,,,,,2012-01-02 08:15:00+00:00,09:15,,France,,,,,2012-01-02,,,,,,,62250,695c6d087c69e868ae0107e9ef9ad77ade8f5e11
491.0,8099.0,60000,Données définitives,-833.0,-9814.0,-1601.0,1.0,55784.0,2012-01-02 08:00:00+00:00,09:00,2.0,France,-1200.0,61001.0,-1144.0,-3160.0,2012-01-02,4060.0,655.0,ND,32.0,-2997,2865.0,61700,6f63ac03f504881ff162e880fe690825cca86e98
,,59650,Données définitives,,,,,,2012-01-02 07:45:00+00:00,08:45,,France,,,,,2012-01-02,,,,,,,61250,854b3f9f644cc2a47c99aff7be39998d52806a63
491.0,7876.0,59300,Données définitives,-833.0,-9944.0,-1739.0,0.0,55511.0,2012-01-02 07:30:00+00:00,08:30,0.0,France,-1180.0,60350.0,-1143.0,-3158.0,2012-01-02,4071.0,649.0,ND,32.0,-2693,2838.0,60800,1bca86baa07a7908d507b5b2e8c65a59b0780cb8
,,59050,Données définitives,,,,,,2012-01-02 07:15:00+00:00,08:15,,France,,,,,2012-01-02,,,,,,,59950,7c594302397fd2bc82fb4c13da40e82410439386
491.0,7542.0,58800,Données définitives,-833.0,-9698.0,-1739.0,2.0,53101.0,2012-01-02 07:00:00+00:00,08:00,0.0,France,-1180.0,58593.0,-475.0,-3158.0,2012-01-02,4077.0,650.0,ND,33.0,-2693,2901.0,59100,94058020e789440db05b152f1bf7cae833113b46
,,57300,Données définitives,,,,,,2012-01-02 06:45:00+00:00,07:45,,France,,,,,2012-01-02,,,,,,,57800,8bfdb989e035fd544d21d25b9fd454ff82c38c0e
491.0,7974.0,55800,Données définitives,-833.0,-9607.0,-1750.0,3.0,50202.0,2012-01-02 06:30:00+00:00,07:30,0.0,France,-773.0,56592.0,-20.0,-3158.0,2012-01-02,4004.0,644.0,ND,34.0,-2645,2901.0,56500,49b13c9731451620926f443ef0ef9d4e4a8e7ddc
,,54600,Données définitives,,,,,,2012-01-02 06:15:00+00:00,07:15,,France,,,,,2012-01-02,,,,,,,55450,6120fdff8bb16d04beee91d96a691d012c913571
492.0,7175.0,53400,Données définitives,-833.0,-7470.0,-1750.0,5.0,46452.0,2012-01-02 06:00:00+00:00,07:00,0.0,France,-773.0,53970.0,-195.0,-3158.0,2012-01-02,3936.0,651.0,ND,36.0,-2645,2923.0,54400,eaa4399c03fbd796930723b6da2052f5a4b6fe3c
,,52350,Données définitives,,,,,,2012-01-02 05:45:00+00:00,06:45,,France,,,,,2012-01-02,,,,,,,53200,aa5c7bffc13f71f16a4468fb7ff366c92fb2dc06
491.0,7363.0,51300,Données définitives,-833.0,-7771.0,-1750.0,5.0,45280.0,2012-01-02 05:30:00+00:00,06:30,0.0,France,1100.0,52118.0,-697.0,-3058.0,2012-01-02,3910.0,656.0,ND,37.0,-2639,2881.0,52000,b637b812c2d981a9502386d024cbaa512a0dab0f
,,50100,Données définitives,,,,,,2012-01-02 05:15:00+00:00,06:15,,France,,,,,2012-01-02,,,,,,,51000,27ade0ebb2e6b903f5680e608b0714e8036cff9c
492.0,6932.0,48900,Données définitives,-833.0,-5135.0,-1750.0,8.0,42269.0,2012-01-02 05:00:00+00:00,06:00,0.0,France,1100.0,49460.0,-2484.0,-3058.0,2012-01-02,3856.0,665.0,ND,41.0,-2639,2857.0,50000,ebc59f4e6070d4034110eef29b72cfa173b94bb3
,,48000,Données définitives,,,,,,2012-01-02 04:45:00+00:00,05:45,,France,,,,,2012-01-02,,,,,,,49300,347c1f0e8eab3306325f6560107450fb92f642e8
495.0,6825.0,47100,Données définitives,-833.0,-5019.0,-1750.0,7.0,41294.0,2012-01-02 04:30:00+00:00,05:30,0.0,France,1100.0,48092.0,-2718.0,-1947.0,2012-01-02,3851.0,663.0,ND,42.0,-1353,2695.0,48600,680e3d562269202b439a3bf987d088a4949c8ab8
,,46550,Données définitives,,,,,,2012-01-02 04:15:00+00:00,05:15,,France,,,,,2012-01-02,,,,,,,47900,eb001628ea58a76c41649927ee8655ce3a1eae0f
497.0,6342.0,46000,Données définitives,-833.0,-3504.0,-1750.0,8.0,39126.0,2012-01-02 04:00:00+00:00,05:00,0.0,France,1100.0,46692.0,-3117.0,-1947.0,2012-01-02,3849.0,670.0,ND,44.0,-1353,2820.0,47200,b2b72a20c0068657a1b9618b96877fbd20ba3b53
,,45700,Données définitives,,,,,,2012-01-02 03:45:00+00:00,04:45,,France,,,,,2012-01-02,,,,,,,46850,0667f277779f24f1aac7553b987d97283ea46279
496.0,6266.0,45400,Données définitives,-833.0,-3469.0,-1750.0,8.0,38770.0,2012-01-02 03:30:00+00:00,04:30,0.0,France,594.0,46294.0,-3150.0,-1797.0,2012-01-02,3846.0,672.0,ND,45.0,643,2856.0,46500,2c39ca86cf75dd160ba8e170016d25c23075ad19
,,45350,Données définitives,,,,,,2012-01-02 03:15:00+00:00,04:15,,France,,,,,2012-01-02,,,,,,,46550,3c598e55a9593176ff0a63ecffb418096ba5df8b
492.0,6206.0,45300,Données définitives,-833.0,-3260.0,-1750.0,9.0,38405.0,2012-01-02 03:00:00+00:00,04:00,0.0,France,594.0,46306.0,-3040.0,-1797.0,2012-01-02,3845.0,663.0,ND,45.0,643,2986.0,46600,6ca712800da6ddb2f758442006724f8060ade954
,,45700,Données définitives,,,,,,2012-01-02 02:45:00+00:00,03:45,,France,,,,,2012-01-02,,,,,,,47100,6c240e8cefcd5ba23a19b05ecef0932805e0479b
492.0,6192.0,46100,Données définitives,-833.0,-3429.0,-1750.0,10.0,38961.0,2012-01-02 02:30:00+00:00,03:30,0.0,France,345.0,47182.0,-2565.0,-1741.0,2012-01-02,3841.0,671.0,ND,44.0,871,3008.0,47600,eb829bda93632dc474bfb38a1ebe36d328c13a0e
,,46600,Données définitives,,,,,,2012-01-02 02:15:00+00:00,03:15,,France,,,,,2012-01-02,,,,,,,48050,8ec81987fff74f0f203cb98abe9d2ed6aefd3a27
492.0,6214.0,47100,Données définitives,-833.0,-2922.0,-1750.0,9.0,39841.0,2012-01-02 02:00:00+00:00,03:00,0.0,France,345.0,48201.0,-2996.0,-1741.0,2012-01-02,3849.0,679.0,ND,44.0,871,3034.0,48500,ba76e784023490c9cc3fb4818b468a13bb5be24e
,,47950,Données définitives,,,,,,2012-01-02 01:45:00+00:00,02:45,,France,,,,,2012-01-02,,,,,,,49300,82d72de38d6e04f1857b6fb1cb1b4871798a2101
492.0,6582.0,48800,Données définitives,-833.0,-3167.0,-1750.0,10.0,40921.0,2012-01-02 01:30:00+00:00,02:30,0.0,France,289.0,50113.0,-2410.0,-1510.0,2012-01-02,3846.0,673.0,ND,42.0,901,3166.0,50100,dcf0ab783e0b15b9174c5831d1a5b277229137e1
,,49400,Données définitives,,,,,,2012-01-02 01:15:00+00:00,02:15,,France,,,,,2012-01-02,,,,,,,50650,92b4d475e84a3b1eea85f19ed5d2bbb706383fef
492.0,6826.0,50000,Données définitives,-833.0,-4369.0,-1750.0,10.0,42053.0,2012-01-02 01:00:00+00:00,02:00,0.0,France,289.0,50399.0,-2413.0,-1510.0,2012-01-02,3851.0,675.0,ND,41.0,901,3274.0,51200,ceca3a04516317a49d248d4479c7b269248617af
,,50150,Données définitives,,,,,,2012-01-02 00:45:00+00:00,01:45,,France,,,,,2012-01-02,,,,,,,51200,ed4cfa9b7d45fb0cd8d909fe502c7075b0317520
492.0,6985.0,50300,Données définitives,-833.0,-4247.0,-1750.0,12.0,42806.0,2012-01-02 00:30:00+00:00,01:30,0.0,France,-690.0,50842.0,-3119.0,-1660.0,2012-01-02,3859.0,670.0,ND,40.0,737,3384.0,51200,d28eda922b57062cee3d32ec5b564b0190228d9c
,,50050,Données définitives,,,,,,2012-01-02 00:15:00+00:00,01:15,,France,,,,,2012-01-02,,,,,,,50550,35148e62c1bfc2c8a7c085b85c045b22376c5015
